region,input_comm,tech,vintage,output_comm,efficiency,notes,data_source,dq_cred,dq_geog,dq_struc,dq_tech,dq_time,data_id
AB,A_elc,A_AGRI,2025,A_d_agri,1.0,All technologies assumed efficiency=1; commodities from NRCan Comp DB (data year: 2030),A1,,,,,,AGRIHRAB002
NS,R_elc,R_APP_CL_WASH-TYP-NEW,2025,R_D_app_cwsh,0.912612408667157,(Munity/PJ) Efficiency assumed same as R_APP_CL_WASH-EXS but indexed to relative AEO efficiency in 2030 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_CL_WASH-TYP-NEW,2030,R_D_app_cwsh,0.912612408667157,(Munity/PJ) Efficiency assumed same as R_APP_CL_WASH-EXS but indexed to relative AEO efficiency in 2035 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_CL_WASH-TYP-NEW,2035,R_D_app_cwsh,0.912612408667157,(Munity/PJ) Efficiency assumed same as R_APP_CL_WASH-EXS but indexed to relative AEO efficiency in 2040 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_CL_WASH-TYP-NEW,2040,R_D_app_cwsh,0.912612408667157,(Munity/PJ) Efficiency assumed same as R_APP_CL_WASH-EXS but indexed to relative AEO efficiency in 2045 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_CL_WASH-TYP-NEW,2045,R_D_app_cwsh,0.912612408667157,(Munity/PJ) Efficiency assumed same as R_APP_CL_WASH-EXS but indexed to relative AEO efficiency in 2050 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DS_WASH-TYP-NEW,2025,R_D_app_dsh,0.260061768508345,(Munity/PJ) Efficiency assumed same as R_APP_DS_WASH-EXS but indexed to relative AEO efficiency in 2030 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DS_WASH-TYP-NEW,2030,R_D_app_dsh,0.260061768508345,(Munity/PJ) Efficiency assumed same as R_APP_DS_WASH-EXS but indexed to relative AEO efficiency in 2035 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DS_WASH-TYP-NEW,2035,R_D_app_dsh,0.260061768508345,(Munity/PJ) Efficiency assumed same as R_APP_DS_WASH-EXS but indexed to relative AEO efficiency in 2040 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DS_WASH-TYP-NEW,2040,R_D_app_dsh,0.260061768508345,(Munity/PJ) Efficiency assumed same as R_APP_DS_WASH-EXS but indexed to relative AEO efficiency in 2045 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DS_WASH-TYP-NEW,2045,R_D_app_dsh,0.260061768508345,(Munity/PJ) Efficiency assumed same as R_APP_DS_WASH-EXS but indexed to relative AEO efficiency in 2050 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_COOK_ELEC-TYP-NEW,2025,R_D_app_cook_rng,0.0251819799811898,(Munity/PJ) Efficiency assumed same as R_APP_COOK_ELEC-EXS but indexed to relative AEO efficiency in 2030 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_COOK_ELEC-TYP-NEW,2030,R_D_app_cook_rng,0.0251819799811898,(Munity/PJ) Efficiency assumed same as R_APP_COOK_ELEC-EXS but indexed to relative AEO efficiency in 2035 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_COOK_ELEC-TYP-NEW,2035,R_D_app_cook_rng,0.0251819799811898,(Munity/PJ) Efficiency assumed same as R_APP_COOK_ELEC-EXS but indexed to relative AEO efficiency in 2040 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_COOK_ELEC-TYP-NEW,2040,R_D_app_cook_rng,0.0251819799811898,(Munity/PJ) Efficiency assumed same as R_APP_COOK_ELEC-EXS but indexed to relative AEO efficiency in 2045 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_COOK_ELEC-TYP-NEW,2045,R_D_app_cook_rng,0.0251819799811898,(Munity/PJ) Efficiency assumed same as R_APP_COOK_ELEC-EXS but indexed to relative AEO efficiency in 2050 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DRY_ELEC-TYP-NEW,2025,R_D_app_cdry,0.0182479821792875,(Munity/PJ) Efficiency assumed same as R_APP_DRY_ELEC-EXS but indexed to relative AEO efficiency in 2030 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DRY_ELEC-TYP-NEW,2030,R_D_app_cdry,0.0182479821792875,(Munity/PJ) Efficiency assumed same as R_APP_DRY_ELEC-EXS but indexed to relative AEO efficiency in 2035 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DRY_ELEC-TYP-NEW,2035,R_D_app_cdry,0.0182479821792875,(Munity/PJ) Efficiency assumed same as R_APP_DRY_ELEC-EXS but indexed to relative AEO efficiency in 2040 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DRY_ELEC-TYP-NEW,2040,R_D_app_cdry,0.0182479821792875,(Munity/PJ) Efficiency assumed same as R_APP_DRY_ELEC-EXS but indexed to relative AEO efficiency in 2045 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_DRY_ELEC-TYP-NEW,2045,R_D_app_cdry,0.0182479821792875,(Munity/PJ) Efficiency assumed same as R_APP_DRY_ELEC-EXS but indexed to relative AEO efficiency in 2050 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_FREZ-TYP-NEW,2025,R_D_app_frz,0.0743288241607646,(Munity/PJ) Efficiency assumed same as R_APP_FREZ-EXS but indexed to relative AEO efficiency in 2030 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_FREZ-TYP-NEW,2030,R_D_app_frz,0.0743288241607646,(Munity/PJ) Efficiency assumed same as R_APP_FREZ-EXS but indexed to relative AEO efficiency in 2035 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_FREZ-TYP-NEW,2035,R_D_app_frz,0.0743288241607646,(Munity/PJ) Efficiency assumed same as R_APP_FREZ-EXS but indexed to relative AEO efficiency in 2040 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_FREZ-TYP-NEW,2040,R_D_app_frz,0.0743288241607646,(Munity/PJ) Efficiency assumed same as R_APP_FREZ-EXS but indexed to relative AEO efficiency in 2045 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_FREZ-TYP-NEW,2045,R_D_app_frz,0.0743288241607646,(Munity/PJ) Efficiency assumed same as R_APP_FREZ-EXS but indexed to relative AEO efficiency in 2050 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_COOK_NG-TYP-NEW,2025,R_D_app_cook_rng,0.0127446982055465,(Munity/PJ) Efficiency assumed same as R_APP_COOK_NG-EXS but indexed to relative AEO efficiency in 2030 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_COOK_NG-TYP-NEW,2030,R_D_app_cook_rng,0.0127446982055465,(Munity/PJ) Efficiency assumed same as R_APP_COOK_NG-EXS but indexed to relative AEO efficiency in 2035 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_COOK_NG-TYP-NEW,2035,R_D_app_cook_rng,0.0127446982055465,(Munity/PJ) Efficiency assumed same as R_APP_COOK_NG-EXS but indexed to relative AEO efficiency in 2040 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_COOK_NG-TYP-NEW,2040,R_D_app_cook_rng,0.0127446982055465,(Munity/PJ) Efficiency assumed same as R_APP_COOK_NG-EXS but indexed to relative AEO efficiency in 2045 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_COOK_NG-TYP-NEW,2045,R_D_app_cook_rng,0.0127446982055465,(Munity/PJ) Efficiency assumed same as R_APP_COOK_NG-EXS but indexed to relative AEO efficiency in 2050 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_DRY_NG-TYP-NEW,2025,R_D_app_cdry,0.0163784067085954,(Munity/PJ) Efficiency assumed same as R_APP_DRY_NG-EXS but indexed to relative AEO efficiency in 2030 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_DRY_NG-TYP-NEW,2030,R_D_app_cdry,0.0163784067085954,(Munity/PJ) Efficiency assumed same as R_APP_DRY_NG-EXS but indexed to relative AEO efficiency in 2035 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_DRY_NG-TYP-NEW,2035,R_D_app_cdry,0.0163784067085954,(Munity/PJ) Efficiency assumed same as R_APP_DRY_NG-EXS but indexed to relative AEO efficiency in 2040 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_DRY_NG-TYP-NEW,2040,R_D_app_cdry,0.0163784067085954,(Munity/PJ) Efficiency assumed same as R_APP_DRY_NG-EXS but indexed to relative AEO efficiency in 2045 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_ng,R_APP_DRY_NG-TYP-NEW,2045,R_D_app_cdry,0.0163784067085954,(Munity/PJ) Efficiency assumed same as R_APP_DRY_NG-EXS but indexed to relative AEO efficiency in 2050 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_REFR-TYP-NEW,2025,R_D_app_ref,0.0563376395096898,(Munity/PJ) Efficiency assumed same as R_APP_REFR-EXS but indexed to relative AEO efficiency in 2030 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_REFR-TYP-NEW,2030,R_D_app_ref,0.0563376395096898,(Munity/PJ) Efficiency assumed same as R_APP_REFR-EXS but indexed to relative AEO efficiency in 2035 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_REFR-TYP-NEW,2035,R_D_app_ref,0.0563376395096898,(Munity/PJ) Efficiency assumed same as R_APP_REFR-EXS but indexed to relative AEO efficiency in 2040 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_REFR-TYP-NEW,2040,R_D_app_ref,0.0563376395096898,(Munity/PJ) Efficiency assumed same as R_APP_REFR-EXS but indexed to relative AEO efficiency in 2045 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
NS,R_elc,R_APP_REFR-TYP-NEW,2045,R_D_app_ref,0.0563376395096898,(Munity/PJ) Efficiency assumed same as R_APP_REFR-EXS but indexed to relative AEO efficiency in 2050 versus baseline efficiency.,R11,1,3,1,3,3,RESHRNS002
ON,R_elc,R_SPC_CENT_AC-TYP-NEW,2025,R_D_spc,4.22039859320047,(PJ/PJ) from COP for CENT_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPC_CENT_AC-TYP-NEW,2030,R_D_spc,4.22039859320047,(PJ/PJ) from COP for CENT_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPC_CENT_AC-TYP-NEW,2035,R_D_spc,4.22039859320047,(PJ/PJ) from COP for CENT_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPC_CENT_AC-TYP-NEW,2040,R_D_spc,4.22039859320047,(PJ/PJ) from COP for CENT_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPC_CENT_AC-TYP-NEW,2045,R_D_spc,4.22039859320047,(PJ/PJ) from COP for CENT_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPC_ROOM_AC-TYP-NEW,2025,R_D_spc,4.68933177022274,(PJ/PJ) from COP for ROOM_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPC_ROOM_AC-TYP-NEW,2030,R_D_spc,4.68933177022274,(PJ/PJ) from COP for ROOM_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPC_ROOM_AC-TYP-NEW,2035,R_D_spc,4.68933177022274,(PJ/PJ) from COP for ROOM_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPC_ROOM_AC-TYP-NEW,2040,R_D_spc,4.68933177022274,(PJ/PJ) from COP for ROOM_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPC_ROOM_AC-TYP-NEW,2045,R_D_spc,4.68933177022274,(PJ/PJ) from COP for ROOM_AIR,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPH_ELEC_RAD-NEW,2025,R_D_sph,1.0,(PJ/PJ) from AFUE for ELEC_RAD,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPH_ELEC_RAD-NEW,2030,R_D_sph,1.0,(PJ/PJ) from AFUE for ELEC_RAD,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPH_ELEC_RAD-NEW,2035,R_D_sph,1.0,(PJ/PJ) from AFUE for ELEC_RAD,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPH_ELEC_RAD-NEW,2040,R_D_sph,1.0,(PJ/PJ) from AFUE for ELEC_RAD,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPH_ELEC_RAD-NEW,2045,R_D_sph,1.0,(PJ/PJ) from AFUE for ELEC_RAD,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPH_NG_FRN-TYP-NEW,2025,R_D_sph,0.95,(PJ/PJ) from AFUE for NG_FA,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPH_NG_FRN-TYP-NEW,2030,R_D_sph,0.95,(PJ/PJ) from AFUE for NG_FA,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPH_NG_FRN-TYP-NEW,2035,R_D_sph,0.95,(PJ/PJ) from AFUE for NG_FA,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPH_NG_FRN-TYP-NEW,2040,R_D_sph,0.95,(PJ/PJ) from AFUE for NG_FA,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPH_NG_FRN-TYP-NEW,2045,R_D_sph,0.95,(PJ/PJ) from AFUE for NG_FA,R02,1,2,2,2,3,RESHRON002
ON,R_wood,R_SPH_WOOD-TYP-NEW,2025,R_D_sph,0.71,(PJ/PJ) from HHV for WOOD_HT,R02,1,2,2,2,3,RESHRON002
ON,R_wood,R_SPH_WOOD-TYP-NEW,2030,R_D_sph,0.71,(PJ/PJ) from HHV for WOOD_HT,R02,1,2,2,2,3,RESHRON002
ON,R_wood,R_SPH_WOOD-TYP-NEW,2035,R_D_sph,0.71,(PJ/PJ) from HHV for WOOD_HT,R02,1,2,2,2,3,RESHRON002
ON,R_wood,R_SPH_WOOD-TYP-NEW,2040,R_D_sph,0.71,(PJ/PJ) from HHV for WOOD_HT,R02,1,2,2,2,3,RESHRON002
ON,R_wood,R_SPH_WOOD-TYP-NEW,2045,R_D_sph,0.71,(PJ/PJ) from HHV for WOOD_HT,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2025,R_D_sph,2.69636576787808,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2025,R_D_spc,4.68933177022274,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2030,R_D_sph,2.69636576787808,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2030,R_D_spc,4.68933177022274,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2035,R_D_sph,2.72567409144197,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2035,R_D_spc,4.8358733880422,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2040,R_D_sph,2.72567409144197,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2040,R_D_spc,4.8358733880422,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2045,R_D_sph,2.72567409144197,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_AIR_HP-TYP-NEW,2045,R_D_spc,4.8358733880422,(PJ/PJ) from COP for ELEC_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2025,R_D_sph,3.6,(PJ/PJ) from COP for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2025,R_D_spc,5.05425,(PJ/PJ) from EER for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2030,R_D_sph,3.6,(PJ/PJ) from COP for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2030,R_D_spc,5.05425,(PJ/PJ) from EER for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2035,R_D_sph,3.6,(PJ/PJ) from COP for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2035,R_D_spc,5.05425,(PJ/PJ) from EER for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2040,R_D_sph,3.6,(PJ/PJ) from COP for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2040,R_D_spc,5.05425,(PJ/PJ) from EER for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2045,R_D_sph,3.6,(PJ/PJ) from COP for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_SPHC_GEO_HP-TYP-NEW,2045,R_D_spc,5.05425,(PJ/PJ) from EER for GEO_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2025,R_D_sph,1.3,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2025,R_D_spc,0.7,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2030,R_D_sph,1.3,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2030,R_D_spc,0.7,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2035,R_D_sph,1.3,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2035,R_D_spc,0.7,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2040,R_D_sph,1.3,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2040,R_D_spc,0.7,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2045,R_D_sph,1.3,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_SPHC_NG_HP-TYP-NEW,2045,R_D_spc,0.7,(PJ/PJ) from COP for NG_HP,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_ELEC-TYP-NEW,2025,R_D_wah,2.3,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_ELEC-TYP-NEW,2030,R_D_wah,2.3,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_ELEC-TYP-NEW,2035,R_D_wah,2.3,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_ELEC-TYP-NEW,2040,R_D_wah,2.3,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_ELEC-TYP-NEW,2045,R_D_wah,2.3,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_HP-TYP-NEW,2025,R_D_wah,3.33,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_HP-TYP-NEW,2030,R_D_wah,3.33,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_HP-TYP-NEW,2035,R_D_wah,3.33,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_HP-TYP-NEW,2040,R_D_wah,3.33,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_elc,R_WAH_HP-TYP-NEW,2045,R_D_wah,3.33,(PJ/PJ) from UEF for ELEC_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_WAH_NG-TYP-NEW,2025,R_D_wah,0.6635,(PJ/PJ) from UEF for NG_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_WAH_NG-TYP-NEW,2030,R_D_wah,0.6635,(PJ/PJ) from UEF for NG_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_WAH_NG-TYP-NEW,2035,R_D_wah,0.6635,(PJ/PJ) from UEF for NG_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_WAH_NG-TYP-NEW,2040,R_D_wah,0.6635,(PJ/PJ) from UEF for NG_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ng,R_WAH_NG-TYP-NEW,2045,R_D_wah,0.6635,(PJ/PJ) from UEF for NG_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ethos,R_WAH_SOLAR-TYP-NEW,2025,R_D_wah,1.0,(PJ/PJ) from SEF for SOLAR_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ethos,R_WAH_SOLAR-TYP-NEW,2030,R_D_wah,1.0,(PJ/PJ) from SEF for SOLAR_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ethos,R_WAH_SOLAR-TYP-NEW,2035,R_D_wah,1.0,(PJ/PJ) from SEF for SOLAR_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ethos,R_WAH_SOLAR-TYP-NEW,2040,R_D_wah,1.0,(PJ/PJ) from SEF for SOLAR_WH,R02,1,2,2,2,3,RESHRON002
ON,R_ethos,R_WAH_SOLAR-TYP-NEW,2045,R_D_wah,1.0,(PJ/PJ) from SEF for SOLAR_WH,R02,1,2,2,2,3,RESHRON002
ON,R_oil,R_SPH_OIL-EXS,2005,R_D_sph,0.78,(PJ/PJ) aggregated efficiencies proportioned to secondary energy consumption in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_oil,R_SPH_OIL-EXS,2010,R_D_sph,0.78,(PJ/PJ) aggregated efficiencies proportioned to secondary energy consumption in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_oil,R_SPH_OIL-EXS,2015,R_D_sph,0.78,(PJ/PJ) aggregated efficiencies proportioned to secondary energy consumption in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_oil,R_SPH_OIL-EXS,2020,R_D_sph,0.78,(PJ/PJ) aggregated efficiencies proportioned to secondary energy consumption in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_oil,R_SPH_OIL-EXS,2024,R_D_sph,0.78,(PJ/PJ) aggregated efficiencies proportioned to secondary energy consumption in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_ng,R_SPH_NG-EXS,2010,R_D_sph,0.882803219098059,(PJ/PJ) aggregated efficiencies proportioned to secondary energy consumption in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_ng,R_SPH_NG-EXS,2015,R_D_sph,0.882803219098059,(PJ/PJ) aggregated efficiencies proportioned to secondary energy consumption in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_ng,R_SPH_NG-EXS,2020,R_D_sph,0.882803219098059,(PJ/PJ) aggregated efficiencies proportioned to secondary energy consumption in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_ng,R_SPH_NG-EXS,2024,R_D_sph,0.882803219098059,(PJ/PJ) aggregated efficiencies proportioned to secondary energy consumption in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_elc,R_SPH_ELEC-EXS,2005,R_D_sph,1.0,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_elc,R_SPH_ELEC-EXS,2010,R_D_sph,1.0,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_elc,R_SPH_ELEC-EXS,2015,R_D_sph,1.0,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_elc,R_SPH_ELEC-EXS,2020,R_D_sph,1.0,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_elc,R_SPH_ELEC-EXS,2024,R_D_sph,1.0,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_elc,R_SPH_HP-EXS,2015,R_D_sph,1.9,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_elc,R_SPH_HP-EXS,2020,R_D_sph,1.9,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_elc,R_SPH_HP-EXS,2024,R_D_sph,1.9,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_lpg,R_SPH_OTH-EXS,2010,R_D_sph,0.5,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_lpg,R_SPH_OTH-EXS,2015,R_D_sph,0.5,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_lpg,R_SPH_OTH-EXS,2020,R_D_sph,0.5,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_lpg,R_SPH_OTH-EXS,2024,R_D_sph,0.5,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_wood,R_SPH_WOOD-EXS,2010,R_D_sph,0.5,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_wood,R_SPH_WOOD-EXS,2015,R_D_sph,0.5,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_wood,R_SPH_WOOD-EXS,2020,R_D_sph,0.5,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
ON,R_wood,R_SPH_WOOD-EXS,2024,R_D_sph,0.5,(PJ/PJ) from NRCan in 2022,R01,1,1,1,1,3,RESHRON002
